Date,Open,High,Low,Close,Adj Close,Volume
2018-10-31,111.919998,113.040001,110.160004,110.320000,110.320000,3998850
2018-11-01,110.879997,110.879997,106.959999,107.680000,107.680000,4506738
2018-11-02,107.360001,108.160004,106.239998,106.480003,106.480003,3595175
2018-11-05,107.919998,108.720001,106.320000,106.400002,106.400002,2456175
2018-11-06,107.120003,107.360001,103.919998,105.440002,105.440002,3702325
2018-11-07,106.080002,106.480003,103.839996,104.480003,104.480003,3240038
2018-11-08,103.919998,104.480003,102.559998,102.720001,102.720001,3425125
2018-11-09,101.199997,102.720001,100.559998,101.599998,101.599998,3858088
2018-11-12,102.879997,103.760002,99.519997,99.839996,99.839996,4355875
2018-11-13,99.360001,99.839996,92.959999,93.519997,93.519997,10619463
2018-11-14,96.160004,97.360001,95.040001,95.599998,95.599998,6936100
2018-11-15,95.919998,97.279999,95.440002,95.839996,95.839996,4923988
2018-11-16,97.599998,98.400002,94.959999,96.559998,96.559998,3793375
2018-11-19,95.040001,97.440002,93.599998,97.120003,97.120003,4316188
2018-11-20,94.639999,95.199997,89.279999,90.160004,90.160004,9022213
2018-11-21,92.080002,94.559998,91.360001,92.160004,92.160004,4777600
2018-11-23,87.040001,87.519997,85.519997,86.639999,86.639999,6942050
2018-11-26,87.599998,88.480003,87.040001,87.519997,87.519997,4877700
2018-11-27,87.760002,88.639999,85.120003,87.599998,87.599998,4510763
2018-11-28,86.800003,88.320000,84.800003,85.279999,85.279999,6097725
2018-11-29,86.720001,88.320000,86.080002,86.959999,86.959999,4139988
2018-11-30,85.040001,87.440002,84.080002,85.839996,85.839996,5852475
2018-12-03,90.160004,90.160004,88.160004,90.160004,90.160004,4072788
2018-12-04,90.000000,90.800003,89.199997,89.440002,89.440002,3399300
2018-12-06,86.879997,88.000000,84.800003,87.519997,87.519997,5738675
2018-12-07,90.959999,91.839996,88.639999,88.879997,88.879997,5410950
2018-12-10,86.959999,88.239998,85.599998,86.000000,86.000000,3925263
2018-12-11,88.320000,88.800003,86.800003,87.599998,87.599998,2606038
2018-12-12,88.559998,89.040001,86.320000,86.559998,86.559998,3284500
2018-12-13,85.919998,90.160004,85.760002,89.680000,89.680000,6635338
2018-12-14,88.720001,88.800003,86.239998,86.559998,86.559998,4474000
2018-12-17,87.120003,87.279999,83.279999,83.599998,83.599998,5016200
2018-12-18,83.279999,83.279999,77.839996,78.320000,78.320000,7047738
2018-12-19,79.760002,81.599998,79.360001,80.160004,80.160004,4808563
2018-12-20,78.480003,79.680000,77.120003,77.760002,77.760002,5516575
2018-12-21,76.959999,78.239998,76.320000,76.559998,76.559998,4862650
2018-12-24,75.919998,76.160004,74.239998,74.320000,74.320000,2699775
2018-12-26,74.000000,79.360001,73.839996,79.199997,79.199997,5122350
2018-12-27,76.720001,77.199997,74.959999,76.959999,76.959999,4572338
2018-12-28,76.320000,77.199997,75.040001,76.239998,76.239998,2850425
2018-12-31,77.040001,77.680000,75.519997,77.279999,77.279999,3552175
2019-01-02,75.360001,80.639999,74.879997,78.800003,78.800003,4137850
2019-01-03,79.919998,80.080002,77.199997,79.599998,79.599998,4027375
2019-01-04,81.360001,83.120003,80.480003,81.440002,81.440002,4864513
2019-01-07,82.160004,84.160004,81.839996,82.320000,82.320000,4031138
2019-01-08,83.440002,84.400002,82.879997,84.000000,84.000000,3644150
2019-01-09,86.480003,88.800003,85.519997,88.400002,88.400002,6148538
2019-01-10,87.120003,89.120003,86.800003,88.800003,88.800003,2647250
2019-01-11,87.839996,88.400002,86.480003,87.199997,87.199997,3576688
2019-01-14,86.480003,87.440002,85.040001,85.519997,85.519997,3882538
2019-01-15,86.800003,88.320000,86.800003,88.000000,88.000000,2989488
2019-01-16,87.599998,88.559998,86.559998,88.480003,88.480003,4094163
2019-01-17,87.040001,88.800003,86.160004,88.239998,88.239998,4481600
2019-01-18,88.959999,90.959999,88.320000,90.480003,90.480003,5105025
2019-01-22,88.720001,89.279999,87.440002,88.959999,88.959999,4597175
2019-01-23,89.360001,89.519997,87.120003,88.400002,88.400002,3630600
2019-01-24,88.480003,89.839996,88.239998,89.360001,89.360001,2748363
2019-01-25,89.599998,90.400002,89.279999,90.000000,90.000000,2220975
2019-01-28,87.519997,87.760002,86.239998,87.599998,87.599998,3613913
2019-01-29,88.959999,90.639999,88.959999,89.279999,89.279999,2847825
2019-01-30,90.720001,92.320000,90.320000,91.199997,91.199997,2582500
2019-01-31,92.000000,93.040001,90.080002,90.800003,90.800003,3443350
2019-02-01,91.199997,93.519997,91.120003,93.040001,93.040001,2362475
2019-02-04,91.040001,92.160004,89.599998,92.000000,92.000000,2478475
2019-02-05,90.239998,91.760002,89.839996,90.320000,90.320000,2743163
2019-02-06,89.680000,91.279999,89.040001,90.559998,90.559998,2399100
2019-02-07,90.080002,90.320000,87.040001,88.559998,88.559998,2777825
2019-02-08,88.800003,89.040001,87.760002,88.639999,88.639999,1734588
2019-02-11,86.720001,88.480003,86.160004,88.080002,88.080002,2945863
2019-02-12,90.559998,90.720001,89.040001,89.279999,89.279999,2233888
2019-02-13,90.400002,91.760002,90.320000,90.720001,90.720001,2597725
2019-02-14,90.160004,91.839996,89.360001,91.839996,91.839996,3395525
2019-02-15,92.879997,93.839996,92.559998,93.680000,93.680000,2346175
2019-02-19,93.120003,94.400002,93.040001,94.239998,94.239998,2636700
2019-02-20,93.839996,96.160004,93.760002,95.440002,95.440002,2125913
2019-02-21,95.120003,95.519997,94.639999,95.040001,95.040001,1654338
2019-02-22,96.000000,96.480003,95.440002,95.599998,95.599998,1635113
2019-02-25,93.839996,94.160004,92.000000,92.559998,92.559998,3565650
2019-02-26,92.879997,93.599998,92.320000,93.040001,93.040001,2493225
2019-02-27,94.639999,95.919998,94.080002,95.120003,95.120003,2688475
2019-02-28,95.360001,95.919998,94.800003,95.599998,95.599998,1783638
2019-03-01,95.599998,96.239998,92.879997,93.279999,93.279999,3959200
2019-03-04,94.720001,95.279999,93.440002,94.400002,94.400002,2754200
2019-03-05,95.279999,95.440002,94.080002,94.559998,94.559998,2590213
2019-03-06,93.680000,94.320000,92.639999,94.000000,94.000000,3225238
2019-03-07,94.639999,94.879997,94.000000,94.480003,94.480003,2221275
2019-03-08,92.080002,93.919998,91.120003,93.839996,93.839996,3694688
2019-03-11,94.959999,95.199997,94.160004,94.879997,94.879997,2812000
2019-03-12,95.519997,96.160004,94.800003,95.120003,95.120003,2052438
2019-03-13,96.400002,97.680000,96.239998,97.519997,97.519997,3626700
2019-03-14,97.760002,98.160004,97.120003,97.760002,97.760002,2648075
2019-03-15,96.639999,97.919998,96.480003,97.599998,97.599998,2030775
2019-03-18,97.839996,98.959999,97.680000,98.480003,98.480003,2304938
2019-03-19,99.040001,99.279999,97.919998,98.239998,98.239998,1948513
2019-03-20,98.160004,100.160004,98.000000,100.000000,100.000000,2446100
2019-03-21,99.839996,100.400002,99.120003,99.519997,99.519997,1866700
2019-03-22,98.400002,98.559998,96.879997,97.839996,97.839996,2842488
2019-03-25,97.440002,98.639999,96.639999,98.000000,98.000000,2457838
